date,home_team,away_team,market,selection,american_odds,closing_american_odds,book,notes
2026-08-21,Arsenal,Coventry,1x2,away,1300,,BetMGM,the_odds_api event eb2553d10d63dc912b99f8fd0d675721; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-22,Nott'm Forest,Leeds,total_2_5,under,-119,,MyBookie.ag,the_odds_api event ee99154f8db029efcf567c5f7f7a0c0b; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,away,185,,BetMGM,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,draw,250,,BetMGM,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,home,120,,BetMGM,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,btts,no,138,,BetMGM,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,btts,yes,-200,,BetMGM,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,total_2_5,over,-175,,BetMGM,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,total_2_5,under,125,,BetMGM,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,away,210,,BetOnline.ag,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,draw,273,,BetOnline.ag,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,home,125,,BetOnline.ag,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,away,205,,BetRivers,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,draw,265,,BetRivers,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,home,123,,BetRivers,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,btts,no,145,,BetRivers,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,btts,yes,-200,,BetRivers,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,total_2_5,over,-162,,BetRivers,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,total_2_5,under,128,,BetRivers,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,away,188,,BetUS,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,draw,240,,BetUS,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,home,120,,BetUS,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,away,200,,Bovada,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,draw,265,,Bovada,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,home,130,,Bovada,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,away,195,,DraftKings,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,draw,260,,DraftKings,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,home,125,,DraftKings,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,btts,no,155,,DraftKings,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,btts,yes,-205,,DraftKings,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,away,200,,FanDuel,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,draw,260,,FanDuel,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,home,120,,FanDuel,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,btts,no,154,,FanDuel,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,btts,yes,-200,,FanDuel,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,away,210,,LowVig.ag,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,draw,273,,LowVig.ag,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,home,125,,LowVig.ag,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,away,189,,MyBookie.ag,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,draw,250,,MyBookie.ag,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,1x2,home,123,,MyBookie.ag,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,btts,no,141,,MyBookie.ag,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,btts,yes,-199,,MyBookie.ag,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,total_2_5,over,-172,,MyBookie.ag,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Brighton,Aston Villa,total_2_5,under,124,,MyBookie.ag,the_odds_api event f5086c74d4a767e3ad7ea69bd4a66b76; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,away,475,,BetMGM,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,draw,360,,BetMGM,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,home,-220,,BetMGM,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,btts,no,125,,BetMGM,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,btts,yes,-185,,BetMGM,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,away,555,,BetOnline.ag,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,draw,425,,BetOnline.ag,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,home,-225,,BetOnline.ag,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,away,540,,BetRivers,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,draw,390,,BetRivers,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,home,-225,,BetRivers,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,btts,no,138,,BetRivers,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,btts,yes,-190,,BetRivers,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,away,475,,BetUS,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,draw,375,,BetUS,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,home,-222,,BetUS,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,away,475,,Bovada,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,draw,390,,Bovada,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,home,-205,,Bovada,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,away,475,,DraftKings,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,draw,390,,DraftKings,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,home,-215,,DraftKings,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,btts,no,140,,DraftKings,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,btts,yes,-185,,DraftKings,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,away,500,,FanDuel,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,draw,390,,FanDuel,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,home,-250,,FanDuel,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,btts,no,146,,FanDuel,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,btts,yes,-190,,FanDuel,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,away,555,,LowVig.ag,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,draw,425,,LowVig.ag,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,home,-225,,LowVig.ag,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,away,460,,MyBookie.ag,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,draw,380,,MyBookie.ag,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,1x2,home,-224,,MyBookie.ag,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,btts,no,125,,MyBookie.ag,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Man City,Bournemouth,btts,yes,-175,,MyBookie.ag,the_odds_api event 87c7c9bfd5e3072bded20c702f553c63; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,away,-110,,BetMGM,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,draw,275,,BetMGM,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,home,230,,BetMGM,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,btts,no,155,,BetMGM,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,btts,yes,-225,,BetMGM,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,away,-111,,BetOnline.ag,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,draw,296,,BetOnline.ag,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,home,269,,BetOnline.ag,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,away,-112,,BetRivers,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,draw,290,,BetRivers,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,home,270,,BetRivers,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,btts,no,163,,BetRivers,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,btts,yes,-230,,BetRivers,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,away,-111,,BetUS,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,draw,290,,BetUS,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,home,240,,BetUS,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,away,-105,,Bovada,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,draw,295,,Bovada,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,home,250,,Bovada,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,away,-105,,DraftKings,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,draw,290,,DraftKings,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,home,245,,DraftKings,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,btts,no,175,,DraftKings,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,btts,yes,-240,,DraftKings,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,away,-115,,FanDuel,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,draw,280,,FanDuel,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,home,270,,FanDuel,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,btts,no,188,,FanDuel,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,btts,yes,-250,,FanDuel,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,away,-111,,LowVig.ag,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,draw,296,,LowVig.ag,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,home,269,,LowVig.ag,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,away,-111,,MyBookie.ag,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,draw,280,,MyBookie.ag,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,1x2,home,242,,MyBookie.ag,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,btts,no,159,,MyBookie.ag,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-23,Newcastle,Liverpool,btts,yes,-226,,MyBookie.ag,the_odds_api event ea0bacc4c23f813c6af97ec9b306a850; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,away,100,,BetMGM,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,draw,250,,BetMGM,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,home,225,,BetMGM,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,btts,no,135,,BetMGM,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,btts,yes,-190,,BetMGM,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,total_2_5,over,-165,,BetMGM,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,total_2_5,under,120,,BetMGM,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,away,100,,BetOnline.ag,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,draw,295,,BetOnline.ag,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,home,255,,BetOnline.ag,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betonlineag; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,away,100,,BetRivers,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,draw,280,,BetRivers,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,home,250,,BetRivers,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,btts,no,138,,BetRivers,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,btts,yes,-190,,BetRivers,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,total_2_5,over,-162,,BetRivers,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,total_2_5,under,128,,BetRivers,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betrivers; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,away,-111,,BetUS,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,draw,270,,BetUS,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,home,250,,BetUS,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker betus; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,away,100,,Bovada,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,draw,275,,Bovada,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,home,245,,Bovada,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker bovada; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,away,-105,,DraftKings,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,draw,285,,DraftKings,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
